Cancer	Domain	MutRatio	SwitchRatio	MutIn	AllMuts	SwitchesIn	AllSwitches	DomainCount	AllDomains
kirc	PF12478|Ubiquitin-associated_protein_2	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF12054|Domain_of_unknown_function_(DUF3535)	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF05461|Apolipoprotein_L	0.000117674746999	0.0	1	8498.0	0	61330	5.0	43860.0
kirc	PF00633|Helix-hairpin-helix_motif	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF12936|KRI1-like_family_C-terminal	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PS50144|MATH_MATH/TRAF_domain_profile.	0.000235349493999	0.0	2	8498.0	0	61330	9.0	43860.0
kirc	PF11598|Cartilage_oligomeric_matrix_protein	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PS51120|LDLRB_LDL-receptor_class_B_(LDLRB)_repeat_profile.	0.000235349493999	0.0	2	8498.0	0	61330	26.0	43860.0
kirc	PS51269|COMM_COMM_domain_profile.	0.0	0.0	0	8498.0	0	61330	8.0	43860.0
kirc	PF01663|Type_I_phosphodiesterase_/_nucleotide_pyrophosphatase	0.000117674746999	0.00252731126692	1	8498.0	155	61330	8.0	43860.0
kirc	PS50177|NTF2_DOMAIN_Nuclear_transport_factor_2_domain_profile.	0.0	0.0	0	8498.0	0	61330	5.0	43860.0
kirc	PF07677|A-macroglobulin_receptor	0.000235349493999	0.0	2	8498.0	0	61330	5.0	43860.0
kirc	PF08638|Mediator_complex_subunit_MED14	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF02784|Pyridoxal-dependent_decarboxylase,_pyridoxal_binding_domain	0.000117674746999	0.0	1	8498.0	0	61330	3.0	43860.0
kirc	PF07260|Progressive_ankylosis_protein_(ANKH)	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF04621|PEA3_subfamily_ETS-domain_transcription_factor_N_terminal_domain	0.000117674746999	0.0	1	8498.0	0	61330	3.0	43860.0
kirc	PF03587|EMG1/NEP1_methyltransferase	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF14665|Rapamycin-insensitive_companion_of_mTOR,_phosphorylation-site	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF00497|Bacterial_extracellular_solute-binding_proteins,_family_3	0.000235349493999	0.0	2	8498.0	0	61330	2.0	43860.0
kirc	PF00860|Permease_family	0.000470698987997	0.000456546551443	4	8498.0	28	61330	3.0	43860.0
kirc	PS50323|ARG_RICH_Arginine-rich_region_profile.	0.00388326665098	0.00803848035219	33	8498.0	493	61330	136.0	43860.0
kirc	PF00594|Vitamin_K-dependent_carboxylation/gamma-carboxyglutamic_(GLA)_domain	0.000117674746999	0.00228273275722	1	8498.0	140	61330	4.0	43860.0
kirc	PF09346|SMI1_/_KNR4_family_(SUKH-1)	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF03399|SAC3/GANP/Nin1/mts3/eIF-3_p25_family	0.000353024240998	0.0	3	8498.0	0	61330	3.0	43860.0
kirc	PF01066|CDP-alcohol_phosphatidyltransferase	0.0	0.0	0	8498.0	0	61330	4.0	43860.0
kirc	PF01843|DIL_domain	0.000117674746999	0.0	1	8498.0	0	61330	6.0	43860.0
kirc	PF08709|Inositol_1,4,5-trisphosphate/ryanodine_receptor	0.0	0.0	0	8498.0	0	61330	3.0	43860.0
kirc	PF04495|GRASP55/65_PDZ-like_domain	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF04727|ELMO/CED-12_family	0.000235349493999	0.0	2	8498.0	0	61330	4.0	43860.0
kirc	PF08372|Plant_phosphoribosyltransferase_C-terminal	0.000235349493999	0.0	2	8498.0	0	61330	2.0	43860.0
kirc	PF01566|Natural_resistance-associated_macrophage_protein	0.000117674746999	0.0	1	8498.0	0	61330	2.0	43860.0
kirc	PS50897|CTLH_C-terminal_to_LisH_(CTLH)_motif_profile.	0.000117674746999	0.0	1	8498.0	0	61330	8.0	43860.0
kirc	PF03129|Anticodon_binding_domain	0.000235349493999	0.0	2	8498.0	0	61330	7.0	43860.0
kirc	PF11262|Transcription_factor/nuclear_export_subunit_protein_2	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF14920|MDM2-binding	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF04190|Protein_of_unknown_function_(DUF410)	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF08696|DNA_replication_factor_Dna2	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF00929|Exonuclease	0.0	0.0	0	8498.0	0	61330	12.0	43860.0
kirc	PS50067|KINESIN_MOTOR_2_Kinesin_motor_domain_profile.	0.00200047069899	0.0	17	8498.0	0	61330	28.0	43860.0
kirc	PF09079|CDC6,_C_terminal	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PS50016|ZF_PHD_2_Zinc_finger_PHD-type_profile.	0.000353024240998	0.000570683189304	3	8498.0	35	61330	49.0	43860.0
kirc	PF03454|MoeA_C-terminal_region_(domain_IV)	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF03638|Tesmin/TSO1-like_CXC_domain,_cysteine-rich_domain	0.0	0.0	0	8498.0	0	61330	4.0	43860.0
kirc	PF03372|Endonuclease/Exonuclease/phosphatase_family	0.00141209696399	0.0	12	8498.0	0	61330	22.0	43860.0
kirc	PF11502|B-cell_lymphoma_9_protein	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF12304|Beta-casein_like_protein	0.000117674746999	0.0	1	8498.0	0	61330	2.0	43860.0
kirc	PS51194|HELICASE_CTER_Superfamilies_1_and_2_helicase_C-terminal_domain_profile.	0.00129442221699	0.0	11	8498.0	0	61330	39.0	43860.0
kirc	PF14073|Centrosome_localisation_domain_of_Cep57	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PS50135|ZF_ZZ_2_Zinc_finger_ZZ-type_profile.	0.0	0.0	0	8498.0	0	61330	7.0	43860.0
kirc	PF00962|Adenosine/AMP_deaminase	0.000588373734996	0.0	5	8498.0	0	61330	6.0	43860.0
kirc	PF06060|Pre-pro-megakaryocyte_potentiating_factor_precursor_(Mesothelin)	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PS51536|TFG_TFG_box_profile.	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF00249|Myb-like_DNA-binding_domain	0.000117674746999	0.000114136637861	1	8498.0	7	61330	13.0	43860.0
kirc	PF01571|Aminomethyltransferase_folate-binding_domain	0.000117674746999	0.0	1	8498.0	0	61330	5.0	43860.0
kirc	PF08711|TFIIS_helical_bundle-like_domain	0.0	0.0	0	8498.0	0	61330	7.0	43860.0
kirc	PF01842|ACT_domain	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF01368|DHH_family	0.0	0.000831566932985	0	8498.0	51	61330	1.0	43860.0
kirc	PS51058|ZF_CXXC_Zinc_finger_CXXC-type_profile.	0.0	0.0	0	8498.0	0	61330	6.0	43860.0
kirc	PF03194|LUC7_N_terminus	0.000235349493999	0.0	2	8498.0	0	61330	3.0	43860.0
kirc	PF14703|Domain_of_unknown_function_(DUF4463)	0.0	0.0	0	8498.0	0	61330	3.0	43860.0
kirc	PS51488|KBD_KBD_domain_profile.	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF01436|NHL_repeat	0.0	0.0	0	8498.0	0	61330	24.0	43860.0
kirc	PS50217|BZIP_Basic-leucine_zipper_(bZIP)_domain_profile.	0.000588373734996	0.00105984020871	5	8498.0	65	61330	34.0	43860.0
kirc	PF04912|Dynamitin	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF00993|Class_II_histocompatibility_antigen,_alpha_domain	0.0	0.0	0	8498.0	0	61330	5.0	43860.0
kirc	PF01633|Choline/ethanolamine_kinase	0.000353024240998	0.0	3	8498.0	0	61330	5.0	43860.0
kirc	PF00100|Zona_pellucida-like_domain	0.000823723228995	0.0	7	8498.0	0	61330	8.0	43860.0
kirc	PF05093|Cytokine-induced_anti-apoptosis_inhibitor_1,_Fe-S_biogenesis	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF00777|Glycosyltransferase_family_29_(sialyltransferase)	0.00105907272299	0.000456546551443	9	8498.0	28	61330	16.0	43860.0
kirc	PF02218|Repeat_in_HS1/Cortactin	0.0	0.0	0	8498.0	0	61330	11.0	43860.0
kirc	PF12066|Domain_of_unknown_function_(DUF3546)	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF01463|Leucine_rich_repeat_C-terminal_domain	0.0	0.0	0	8498.0	0	61330	11.0	43860.0
kirc	PF02732|ERCC4_domain	0.000353024240998	0.0	3	8498.0	0	61330	4.0	43860.0
kirc	PF02174|PTB_domain_(IRS-1_type)	0.0	0.0	0	8498.0	0	61330	7.0	43860.0
kirc	PF02852|Pyridine_nucleotide-disulphide_oxidoreductase,_dimerisation_domain	0.0	0.0	0	8498.0	0	61330	3.0	43860.0
kirc	PF09730|Microtubule-associated_protein_Bicaudal-D	0.000353024240998	0.0	3	8498.0	0	61330	2.0	43860.0
kirc	PF13679|Methyltransferase_domain	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PS50896|LISH_LIS1_homology_(LisH)_motif_profile.	0.0	0.0	0	8498.0	0	61330	22.0	43860.0
kirc	PF00465|Iron-containing_alcohol_dehydrogenase	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF11620|GA-binding_protein_alpha_chain	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF01851|Proteasome/cyclosome_repeat	0.000117674746999	0.0	1	8498.0	0	61330	6.0	43860.0
kirc	PF02775|Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PS51115|LAMININ_IVA_Laminin_IV_type_A_domain_profile.	0.000235349493999	0.0	2	8498.0	0	61330	1.0	43860.0
kirc	PF04048|Sec8_exocyst_complex_component_specific_domain	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF11923|Domain_of_unknown_function_(DUF3441)	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF00316|Fructose-1-6-bisphosphatase	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF02135|TAZ_zinc_finger	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF08424|NRDE-2,_necessary_for_RNA_interference	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF00246|Zinc_carboxypeptidase	0.000470698987997	0.0	4	8498.0	0	61330	11.0	43860.0
kirc	PF08231|SYF2_splicing_factor	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF05517|p25-alpha	0.000117674746999	0.0	1	8498.0	0	61330	2.0	43860.0
kirc	PS50271|ZF_UBP_Zinc_finger_UBP-type_profile.	0.000117674746999	0.0	1	8498.0	0	61330	12.0	43860.0
kirc	PF07521|RNA-metabolising_metallo-beta-lactamase	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF09261|Alpha_mannosidase,_middle_domain	0.0	0.0	0	8498.0	0	61330	4.0	43860.0
kirc	PS51362|TGF_BETA_2_TGF-beta_family_profile.	0.000117674746999	0.0	1	8498.0	0	61330	9.0	43860.0
kirc	PS51414|HSR_HSR_domain_profile.	0.000117674746999	0.0	1	8498.0	0	61330	4.0	43860.0
kirc	PS50132|RGS_RGS_domain_profile.	0.000235349493999	0.000375020381542	2	8498.0	23	61330	23.0	43860.0
kirc	PF08672|Anaphase_promoting_complex_(APC)_subunit_2	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PS50283|NA_SOLUT_SYMP_3_Sodium:solute_symporter_family_profile.	0.000588373734996	0.0	5	8498.0	0	61330	6.0	43860.0
kirc	PF00179|Ubiquitin-conjugating_enzyme	0.000823723228995	0.0	7	8498.0	0	61330	22.0	43860.0
kirc	PF11265|Mediator_complex_subunit_25_von_Willebrand_factor_type_A	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF03764|Elongation_factor_G,_domain_IV	0.000353024240998	0.0	3	8498.0	0	61330	3.0	43860.0
kirc	PS51293|SANT_SANT_domain_profile.	0.000353024240998	0.0	3	8498.0	0	61330	9.0	43860.0
kirc	PS50862|AA_TRNA_LIGASE_II_Aminoacyl-transfer_RNA_synthetases_class-II_family_profile.	0.000588373734996	0.0	5	8498.0	0	61330	13.0	43860.0
kirc	PF08797|HIRAN_domain	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF00571|CBS_domain	0.000353024240998	0.00120658731453	3	8498.0	74	61330	28.0	43860.0
kirc	PF00105|Zinc_finger,_C4_type_(two_domains)	0.000823723228995	0.00273927930866	7	8498.0	168	61330	36.0	43860.0
kirc	PF01599|Ribosomal_protein_S27a	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF08151|FerI_(NUC094)_domain	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF02185|Hr1_repeat	0.000235349493999	0.0	2	8498.0	0	61330	8.0	43860.0
kirc	PF00932|Lamin_Tail_Domain	0.0	0.0	0	8498.0	0	61330	3.0	43860.0
kirc	PS50038|FZ_Frizzled_(fz)_domain_profile.	0.0	0.0	0	8498.0	0	61330	8.0	43860.0
kirc	PF02181|Formin_Homology_2_Domain	0.000470698987997	0.0	4	8498.0	0	61330	9.0	43860.0
kirc	PF15394|Domain_of_unknown_function_(DUF4616)	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF10491|NLS-binding_and_DNA-binding_and_dimerisation_domains_of_Nrf1	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF01120|Alpha-L-fucosidase	0.000117674746999	0.0	1	8498.0	0	61330	2.0	43860.0
kirc	PF05053|Menin	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF01121|Dephospho-CoA_kinase	0.000117674746999	0.0	1	8498.0	0	61330	2.0	43860.0
kirc	PS50888|BHLH_Myc-type,_basic_helix-loop-helix_(bHLH)_domain_profile.	0.000941397975994	0.0	8	8498.0	0	61330	47.0	43860.0
kirc	PF00733|Asparagine_synthase	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF05378|Hydantoinase/oxoprolinase_N-terminal_region	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF01554|MatE	0.000353024240998	0.0	3	8498.0	0	61330	4.0	43860.0
kirc	PF13872|P-loop_containing_NTP_hydrolase_pore-1	0.000117674746999	0.0	1	8498.0	0	61330	2.0	43860.0
kirc	PS50027|EGF_LAM_2_Laminin-type_EGF-like_(LE)_domain_profile.	0.000470698987997	0.0	4	8498.0	0	61330	37.0	43860.0
kirc	PF08612|TATA-binding_related_factor_(TRF)_of_subunit_20_of_Mediator_complex	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF08824|Serine_rich_protein_interaction_domain	0.000117674746999	0.000358715147562	1	8498.0	22	61330	3.0	43860.0
kirc	PF00066|LNR_domain	0.0	0.0	0	8498.0	0	61330	15.0	43860.0
kirc	PF05937|EB-1_Binding_Domain	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF03357|Snf7	0.000117674746999	0.0	1	8498.0	0	61330	7.0	43860.0
kirc	PF01777|Ribosomal_L27e_protein_family	0.000235349493999	0.0	2	8498.0	0	61330	1.0	43860.0
kirc	PF00333|Ribosomal_protein_S5,_N-terminal_domain	0.000117674746999	0.0	1	8498.0	0	61330	2.0	43860.0
kirc	PF07859|alpha/beta_hydrolase_fold	0.000117674746999	0.0	1	8498.0	0	61330	5.0	43860.0
kirc	PF08590|Domain_of_unknown_function_(DUF1771)	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF07888|Calcium_binding_and_coiled-coil_domain_(CALCOCO1)_like	0.000235349493999	0.000472851785423	2	8498.0	29	61330	3.0	43860.0
kirc	PF08785|Ku_C_terminal_domain_like	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF12287|Cytoplasmic_activation/proliferation-associated_protein-1_C_term	0.000235349493999	0.0	2	8498.0	0	61330	2.0	43860.0
kirc	PF01871|AMMECR1	0.000117674746999	0.0	1	8498.0	0	61330	2.0	43860.0
kirc	PF15336|Autism_susceptibility_gene_2_protein	0.000117674746999	0.0	1	8498.0	0	61330	2.0	43860.0
kirc	PF00822|PMP-22/EMP/MP20/Claudin_family	0.000588373734996	0.0	5	8498.0	0	61330	13.0	43860.0
kirc	PS50302|PUM_Pumilio_RNA-binding_repeat_profile.	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF12706|Beta-lactamase_superfamily_domain	0.0	0.0	0	8498.0	0	61330	5.0	43860.0
kirc	PS51207|PXA_PXA_domain_profile.	0.000235349493999	0.0	2	8498.0	0	61330	4.0	43860.0
kirc	PF00343|Carbohydrate_phosphorylase	0.000117674746999	0.0	1	8498.0	0	61330	2.0	43860.0
kirc	PF01712|Deoxynucleoside_kinase	0.000117674746999	0.0	1	8498.0	0	61330	3.0	43860.0
kirc	PF10599|Retro-transposon_transporting_motif	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF00335|Tetraspanin_family	0.00129442221699	0.0	11	8498.0	0	61330	22.0	43860.0
kirc	PF12144|Eukaryotic_Mediator_12_catenin-binding_domain	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF12547|Capicua_transcriptional_repressor_modulator	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PS50184|VWFC_2_VWFC_domain_profile.	0.000353024240998	0.000114136637861	3	8498.0	7	61330	27.0	43860.0
kirc	PF00169|PH_domain	0.00329489291598	0.00720691341921	28	8498.0	442	61330	153.0	43860.0
kirc	PF03171|2OG-Fe(II)_oxygenase_superfamily	0.000117674746999	0.0	1	8498.0	0	61330	7.0	43860.0
kirc	PF02351|GDNF/GAS1_domain	0.0	0.0	0	8498.0	0	61330	6.0	43860.0
kirc	PF03522|K-Cl_Co-transporter_type_1_(KCC1)	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF00441|Acyl-CoA_dehydrogenase,_C-terminal_domain	0.000706048481996	0.0	6	8498.0	0	61330	12.0	43860.0
kirc	PS50007|PIPLC_X_DOMAIN_Phosphatidylinositol-specific_phospholipase_X-box_domain_profile.	0.0	0.0	0	8498.0	0	61330	12.0	43860.0
kirc	PF08390|TRAM1-like_protein	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF11978|Shoulder_domain	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF02928|C5HC2_zinc_finger	0.000470698987997	0.0	4	8498.0	0	61330	4.0	43860.0
kirc	PF12104|T_cell_CD4_receptor_C_terminal_region	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF02906|Iron_only_hydrogenase_large_subunit,_C-terminal_domain	0.000235349493999	0.0	2	8498.0	0	61330	2.0	43860.0
kirc	PF03650|Uncharacterised_protein_family_(UPF0041)	0.000117674746999	0.0	1	8498.0	0	61330	2.0	43860.0
kirc	PF01595|Domain_of_unknown_function_DUF21	0.0	0.0	0	8498.0	0	61330	3.0	43860.0
kirc	PF00225|Kinesin_motor_domain	0.00188279595199	0.0	16	8498.0	0	61330	29.0	43860.0
kirc	PF01380|SIS_domain	0.000117674746999	0.0	1	8498.0	0	61330	2.0	43860.0
kirc	PF07522|DNA_repair_metallo-beta-lactamase	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF08072|BDHCT_(NUC031)_domain	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF10391|Fingers_domain_of_DNA_polymerase_lambda	0.0	0.0	0	8498.0	0	61330	3.0	43860.0
kirc	PF08148|DSHCT_(NUC185)_domain	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF00804|Syntaxin	0.0	0.0	0	8498.0	0	61330	7.0	43860.0
kirc	PF05221|S-adenosyl-L-homocysteine_hydrolase	0.000470698987997	0.0	4	8498.0	0	61330	3.0	43860.0
kirc	PF08512|Histone_chaperone_Rttp106-like	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF05011|Lariat_debranching_enzyme,_C-terminal_domain	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF06638|Strabismus_protein	0.000235349493999	0.0	2	8498.0	0	61330	2.0	43860.0
kirc	PS50041|C_TYPE_LECTIN_2_C-type_lectin_domain_profile.	0.000706048481996	0.000554377955324	6	8498.0	34	61330	38.0	43860.0
kirc	PS50957|JOSEPHIN_Josephin_domain_profile.	0.000117674746999	0.0	1	8498.0	0	61330	2.0	43860.0
kirc	PS51366|MI_MI_domain_profile.	0.0	0.0	0	8498.0	0	61330	3.0	43860.0
kirc	PF02274|Amidinotransferase	0.000235349493999	0.0	2	8498.0	0	61330	3.0	43860.0
kirc	PF09596|MamL-1_domain	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF04910|Transcriptional_repressor_TCF25	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF15613|WSTF,_HB1,_Itc1p,_MBD9_motif_2	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF08473|Neuronal_voltage-dependent_calcium_channel_alpha_2acd	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF09005|Domain_of_unknown_function_(DUF1897)	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF08784|Replication_protein_A_C_terminal	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF02786|Carbamoyl-phosphate_synthase_L_chain,_ATP_binding_domain	0.000470698987997	0.0	4	8498.0	0	61330	7.0	43860.0
kirc	PF00362|Integrin,_beta_chain	0.000353024240998	0.0	3	8498.0	0	61330	7.0	43860.0
kirc	PF01603|Protein_phosphatase_2A_regulatory_B_subunit_(B56_family)	0.000353024240998	0.0	3	8498.0	0	61330	5.0	43860.0
kirc	PF03917|Eukaryotic_glutathione_synthase,_ATP_binding_domain	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF10744|Mediator_of_RNA_polymerase_II_transcription_subunit_1	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PS50904|PRELI_MSF1_PRELI/MSF1_domain_profile.	0.000235349493999	0.0	2	8498.0	0	61330	5.0	43860.0
kirc	PF00565|Staphylococcal_nuclease_homologue	0.000117674746999	0.0	1	8498.0	0	61330	5.0	43860.0
kirc	PS51192|HELICASE_ATP_BIND_1_Superfamilies_1_and_2_helicase_ATP-binding_type-1_domain_profile.	0.00282419392798	0.0	24	8498.0	0	61330	60.0	43860.0
kirc	PF08409|Domain_of_unknown_function_(DUF1736)	0.000235349493999	0.0	2	8498.0	0	61330	4.0	43860.0
kirc	PF01576|Myosin_tail	0.000823723228995	0.0	7	8498.0	0	61330	8.0	43860.0
kirc	PF11942|Spt5_transcription_elongation_factor,_acidic_N-terminal	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PS50989|COA_CT_CTER_Acetyl-coenzyme_A_carboxyltransferase_domain_C-terminal_region_profile.	0.000353024240998	0.0	3	8498.0	0	61330	3.0	43860.0
kirc	PF01731|Arylesterase	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PS50097|BTB_BTB_domain_profile.	0.000706048481996	0.00417413989891	6	8498.0	256	61330	91.0	43860.0
kirc	PF03914|CBF/Mak21_family	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF05255|Uncharacterised_protein_family_(UPF0220)	0.000117674746999	0.0	1	8498.0	0	61330	2.0	43860.0
kirc	PS50969|FCP1_FCP1_homology_domain_profile.	0.0	0.0	0	8498.0	0	61330	7.0	43860.0
kirc	PS51620|SAM_TRM61_tRNA_(adenine(57)-N(1)/adenine(58)-N(1)_or_adenine(58)-N(1))_(EC_2.1.1.219_or_EC_2.1.1.220)_family_profile.	0.0	0.0	0	8498.0	0	61330	2.0	43860.0
kirc	PF15088|NADH_dehydrogenase_[ubiquinone]_1_subunit_C1,_mitochondrial	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF03600|Citrate_transporter	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF10254|PACS-1_cytosolic_sorting_protein	0.000117674746999	0.0	1	8498.0	0	61330	2.0	43860.0
kirc	PF08326|Acetyl-CoA_carboxylase,_central_region	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF01398|JAB1/Mov34/MPN/PAD-1_ubiquitin_protease	0.000117674746999	0.0	1	8498.0	0	61330	10.0	43860.0
kirc	PF12733|Cadherin-like_beta_sandwich_domain	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF02770|Acyl-CoA_dehydrogenase,_middle_domain	0.000117674746999	0.0	1	8498.0	0	61330	13.0	43860.0
kirc	PF13950|UDP-glucose_4-epimerase_C-term_subunit	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PS50254|REL_2_NF-kappa-B/Rel/dorsal_domain_profile.	0.000235349493999	9.78314038806e-05	2	8498.0	6	61330	7.0	43860.0
kirc	PS50858|BSD_BSD_domain_profile.	0.0	0.0	0	8498.0	0	61330	4.0	43860.0
kirc	PF12783|Guanine_nucleotide_exchange_factor_in_Golgi_transport_N-terminal	0.000117674746999	0.0	1	8498.0	0	61330	5.0	43860.0
kirc	PF04388|Hamartin_protein	0.000235349493999	0.0	2	8498.0	0	61330	1.0	43860.0
kirc	PF09733|VEFS-Box_of_polycomb_protein	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF15359|Carnitine_deficiency-associated_protein_3	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF12148|Protein_of_unknown_function_(DUF3590)	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF01575|MaoC_like_domain	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PS51338|IMD_IMD_domain_profile.	0.0	0.0	0	8498.0	0	61330	4.0	43860.0
kirc	PS51145|ZU5_ZU5_domain_profile.	0.0	0.0	0	8498.0	0	61330	4.0	43860.0
kirc	PF10510|Phosphatidylinositol-glycan_biosynthesis_class_S_protein	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF09177|Syntaxin_6,_N-terminal	0.000117674746999	0.0	1	8498.0	0	61330	2.0	43860.0
kirc	PF06632|DNA_double-strand_break_repair_and_V(D)J_recombination_protein_XRCC4	0.000117674746999	0.0	1	8498.0	0	61330	1.0	43860.0
kirc	PF04137|Endoplasmic_Reticulum_Oxidoreductin_1_(ERO1)	0.000235349493999	0.0	2	8498.0	0	61330	2.0	43860.0
kirc	PS51212|WSC_WSC_domain_profile.	0.0	0.0	0	8498.0	0	61330	6.0	43860.0
kirc	PF07686|Immunoglobulin_V-set_domain	0.00353024240998	0.00363606717756	30	8498.0	223	61330	104.0	43860.0
kirc	PF10493|Rough_deal_protein_C-terminal_region	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PS51321|TFIIS_CENTRAL_TFIIS_central_domain_profile.	0.000117674746999	0.0	1	8498.0	0	61330	5.0	43860.0
kirc	PS51204|HSA_HSA_domain_profile.	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
kirc	PF14493|Helix-turn-helix_domain	0.0	0.0	0	8498.0	0	61330	1.0	43860.0
